lsgi_code_ward_number,lsgi_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
B02016_9,B02016,Anchal,9,Arakkal,V.S Rana,Kollam,Block Panchayat,INC,UDF,4786,2025
B02016_10,B02016,Anchal,10,Kuruvikkonam,V. S. Shiju,Kollam,Block Panchayat,CPI(M),LDF,4006,2025
B02016_11,B02016,Anchal,11,Mathra,Adv.. Bini Vargheese,Kollam,Block Panchayat,CPI,LDF,4327,2025
B02016_12,B02016,Anchal,12,Venchempu,Akhilasree,Kollam,Block Panchayat,INC,UDF,3569,2025
B02016_13,B02016,Anchal,13,Karavaloor,Shine Babu,Kollam,Block Panchayat,CPI(M),LDF,4072,2025
B02016_14,B02016,Anchal,14,Yeroor,Haseena beevi,Kollam,Block Panchayat,CPI(M),LDF,4212,2025
B02016_15,B02016,Anchal,15,Ayiranalloor,K.  Animon,Kollam,Block Panchayat,CPI,LDF,4486,2025
B02016_16,B02016,Anchal,16,Thinkalkarikkam,Sulabhakumari,Kollam,Block Panchayat,INC,UDF,4781,2025
B02021_1,B02021,Chadayamangalam,1,Cheruvakkal,Shyni,Kollam,Block Panchayat,INC,UDF,3724,2025
B02021_2,B02021,Chadayamangalam,2,Elamadu,Pushpakumari,Kollam,Block Panchayat,CPI(M),LDF,3886,2025
B02021_3,B02021,Chadayamangalam,3,Elavakkodu,Mini,Kollam,Block Panchayat,CPI,LDF,4256,2025
B02021_4,B02021,Chadayamangalam,4,Ettiva,Neena,Kollam,Block Panchayat,INC,UDF,3962,2025
B02021_5,B02021,Chadayamangalam,5,Chunda,Lalithamma,Kollam,Block Panchayat,CPI(M),LDF,3932,2025
B02021_6,B02021,Chadayamangalam,6,Thudayannoor,Prijilal G S,Kollam,Block Panchayat,CPI(M),LDF,4053,2025
B02021_7,B02021,Chadayamangalam,7,Chingeli,Absalana N,Kollam,Block Panchayat,CPI(M),LDF,3427,2025
B02021_8,B02021,Chadayamangalam,8,Chithara,Arun Kumar S,Kollam,Block Panchayat,INC,UDF,3083,2025
B02021_9,B02021,Chadayamangalam,9,Chakkamala,Vijayakumar,Kollam,Block Panchayat,INC,UDF,4553,2025
B02021_10,B02021,Chadayamangalam,10,Mathira,Najeebath,Kollam,Block Panchayat,CPI(M),LDF,4353,2025
B02021_11,B02021,Chadayamangalam,11,Kummil,Nazeer,Kollam,Block Panchayat,CPI(M),LDF,3936,2025
B02021_12,B02021,Chadayamangalam,12,Kadakkal,Madhuri,Kollam,Block Panchayat,CPI,LDF,4063,2025
B02021_13,B02021,Chadayamangalam,13,Altharamoodu,Sunilkumar,Kollam,Block Panchayat,CPI(M),LDF,3898,2025
B02021_14,B02021,Chadayamangalam,14,Nilamel,V Binu,Kollam,Block Panchayat,INC,UDF,3753,2025
B02021_15,B02021,Chadayamangalam,15,Chadayamangalam,Bindhu,Kollam,Block Panchayat,CPI(M),LDF,3816,2025
B02021_16,B02021,Chadayamangalam,16,Oyoor,Adarsh B,Kollam,Block Panchayat,INC,UDF,4231,2025
B02021_17,B02021,Chadayamangalam,17,Ambalamkunnu,Sarathkumar,Kollam,Block Panchayat,INC,UDF,4620,2025
B02019_1,B02019,Chavara,1,Vadakkumthala,Shameer Puthukkulath,Kollam,Block Panchayat,INC,UDF,4343,2025
B02019_2,B02019,Chavara,2,Thevalakkara,Riyas Khan,Kollam,Block Panchayat,RSP,UDF,3692,2025
B02019_3,B02019,Chavara,3,Arinalloor,Joymon Arinalloor,Kollam,Block Panchayat,INC,UDF,4843,2025
B02019_4,B02019,Chavara,4,Mukundapuram,Bushra S (Pathu),Kollam,Block Panchayat,CPI,LDF,3301,2025
B02019_5,B02019,Chavara,5,Koyivila,Aparna Ajayakumar,Kollam,Block Panchayat,CPI,LDF,3573,2025
B02019_6,B02019,Chavara,6,Thekkumbhagam,S Rekha,Kollam,Block Panchayat,CPI,LDF,3780,2025
B02019_7,B02019,Chavara,7,Neendakara,Mary Cheriyan,Kollam,Block Panchayat,INC,UDF,3470,2025
B02019_8,B02019,Chavara,8,Chavara,Anand. S. Mundakathil,Kollam,Block Panchayat,RSP,UDF,3273,2025
B02019_9,B02019,Chavara,9,Kottamkulangara,Sarath Pattathanam,Kollam,Block Panchayat,INC,UDF,4374,2025
B02019_10,B02019,Chavara,10,Sankaramangalam,Sasikumar,Kollam,Block Panchayat,CPI(M),LDF,3050,2025
B02019_11,B02019,Chavara,11,Kovilthottam,Irine,Kollam,Block Panchayat,CPI,LDF,2590,2025
B02019_12,B02019,Chavara,12,Vaduthala,Seema Thankachi,Kollam,Block Panchayat,INC,UDF,3215,2025
B02019_13,B02019,Chavara,13,Manayil,Shamla Noushad,Kollam,Block Panchayat,INC,UDF,4085,2025
B02019_14,B02019,Chavara,14,Panmana,Kondodiyil Manikandan,Kollam,Block Panchayat,IUML,UDF,4107,2025
B02018_1,B02018,Chittumala,1,Munreothuruth,D.Vimala Teacher,Kollam,Block Panchayat,CPI(M),LDF,2704,2025
B02018_2,B02018,Chittumala,2,East Kallada,Mayadevi,Kollam,Block Panchayat,INC,UDF,2600,2025
B02018_3,B02018,Chittumala,3,Chittumala,N S Santhakumar,Kollam,Block Panchayat,CPI(M),LDF,3133,2025
B02018_4,B02018,Chittumala,4,Kumbalam,Anitha Suresh,Kollam,Block Panchayat,KC,UDF,3107,2025
B02018_5,B02018,Chittumala,5,Perayam,A.K.Prasannakumar,Kollam,Block Panchayat,INC,UDF,2762,2025
B02018_6,B02018,Chittumala,6,Kundara,John Daniel,Kollam,Block Panchayat,INC,UDF,3742,2025
B02018_7,B02018,Chittumala,7,Vellimon,B Baiju,Kollam,Block Panchayat,CPI(M),LDF,3091,2025
B02018_8,B02018,Chittumala,8,Keralapuram,Bindhu Mol,Kollam,Block Panchayat,CPI,LDF,2694,2025
B02018_9,B02018,Chittumala,9,Chandhanathope,Swapna A R,Kollam,Block Panchayat,BJP,NDA,3355,2025
B02018_10,B02018,Chittumala,10,Perumon,Vijayakumar,Kollam,Block Panchayat,CPI(M),LDF,2934,2025
B02018_11,B02018,Chittumala,11,Thanikkamukk,Prasannakumari,Kollam,Block Panchayat,CPI(M),LDF,3035,2025
B02018_12,B02018,Chittumala,12,Panayam,Panayam Sreekumar,Kollam,Block Panchayat,RSP,UDF,2531,2025
B02018_13,B02018,Chittumala,13,Ashtamudi,Anilkumar P R,Kollam,Block Panchayat,RSP,UDF,3041,2025
B02018_14,B02018,Chittumala,14,Prakkulam,S Sobhanakumari,Kollam,Block Panchayat,CPI(M),LDF,2803,2025
B02022_1,B02022,Ithikara,1,Adichanalloor,Manila N C,Kollam,Block Panchayat,CPI(M),LDF,2833,2025
B02022_2,B02022,Ithikara,2,Edanad,Sreelal,Kollam,Block Panchayat,INC,UDF,3259,2025
B02022_3,B02022,Ithikara,3,Chathannoor North,Asha Rani,Kollam,Block Panchayat,CPI(M),LDF,2991,2025
B02022_4,B02022,Ithikara,4,Kalluvathukkal,Kunjyyappan,Kollam,Block Panchayat,IND,OTH,3048,2025
B02022_5,B02022,Ithikara,5,Velamanoor,Rithin S,Kollam,Block Panchayat,CPI(M),LDF,3125,2025
B02022_6,B02022,Ithikara,6,Meenambalam,Sudeepa S,Kollam,Block Panchayat,BJP,NDA,2682,2025
B02022_7,B02022,Ithikara,7,Chirakkara,Bindu G,Kollam,Block Panchayat,CPI(M),LDF,3405,2025
B02022_8,B02022,Ithikara,8,Puthenkulam,K Subhashbabu,Kollam,Block Panchayat,BJP,NDA,2138,2025
B02022_9,B02022,Ithikara,9,Poothakulam,K N Sreedeviyamma,Kollam,Block Panchayat,CPI(M),LDF,2423,2025
B02022_10,B02022,Ithikara,10,Kalaykodu,Jija Santhosh,Kollam,Block Panchayat,CPI,LDF,3270,2025
B02022_11,B02022,Ithikara,11,Nedungolam,Suseeladevi,Kollam,Block Panchayat,CPI,LDF,2661,2025
B02022_12,B02022,Ithikara,12,Civil Station,Biju,Kollam,Block Panchayat,CPI(M),LDF,3577,2025
B02022_13,B02022,Ithikara,13,Chathannoor,Deepu Sreenivasan,Kollam,Block Panchayat,CPI(M),LDF,2363,2025
B02022_14,B02022,Ithikara,14,Kottiyam,K Jayan,Kollam,Block Panchayat,CPI(M),LDF,2945,2025
B02017_1,B02017,Kottarakara,1,Thevalappuram,R Prasanth,Kollam,Block Panchayat,CPI(M),LDF,2570,2025
B02017_2,B02017,Kottarakara,2,Neduvathoor,Santhosh Sreesai,Kollam,Block Panchayat,BJP,NDA,2411,2025
B02017_3,B02017,Kottarakara,3,Muttara,Shailaja,Kollam,Block Panchayat,CPI(M),LDF,2814,2025
B02017_4,B02017,Kottarakara,4,Odanavattom,R Premachandran,Kollam,Block Panchayat,CPI(M),LDF,3425,2025
B02017_5,B02017,Kottarakara,5,Veliyam,S Vinayan,Kollam,Block Panchayat,CPI,LDF,2536,2025
B02017_6,B02017,Kottarakara,6,Mylode,Jayan T B,Kollam,Block Panchayat,CPI(M),LDF,3042,2025
B02017_7,B02017,Kottarakara,7,Pooyappally,Bibin Roy,Kollam,Block Panchayat,INC,UDF,3315,2025
B02017_8,B02017,Kottarakara,8,Kottara,Jalaja Balakrishnan,Kollam,Block Panchayat,CPI(M),LDF,3459,2025
B02017_9,B02017,Kottarakara,9,Nedumoncavu,R Geethakumari,Kollam,Block Panchayat,CPI(M),LDF,2701,2025
B02017_10,B02017,Kottarakara,10,Madanthacode,Bindu S,Kollam,Block Panchayat,CPI,LDF,2597,2025
B02017_11,B02017,Kottarakara,11,Kareepra,Sheeja P,Kollam,Block Panchayat,CPI(M),LDF,2836,2025
B02017_12,B02017,Kottarakara,12,Thrippalazhikam,Athira Johnson,Kollam,Block Panchayat,INC,UDF,2752,2025
B02017_13,B02017,Kottarakara,13,Ezhukone,Jeena Thampan,Kollam,Block Panchayat,CPI(M),LDF,2602,2025
B02017_14,B02017,Kottarakara,14,Irumpanangad,Ezhukone Rajmohan,Kollam,Block Panchayat,INC,UDF,3084,2025
B02020_1,B02020,Mukhathala,1,Peroor,Yamuna S,Kollam,Block Panchayat,INC,UDF,3691,2025
B02020_2,B02020,Mukhathala,2,Kottamkara,Anilkumar S,Kollam,Block Panchayat,CPI(M),LDF,3498,2025
B02020_3,B02020,Mukhathala,3,Keralapuram,Rajeswari Amma,Kollam,Block Panchayat,INC,UDF,2801,2025
B02020_4,B02020,Mukhathala,4,Elamballoor,Samvarghese,Kollam,Block Panchayat,INC,UDF,3195,2025
B02020_5,B02020,Mukhathala,5,Perumpuzha,Sreekumar. G (Appy),Kollam,Block Panchayat,CPI(M),LDF,3726,2025
B02020_6,B02020,Mukhathala,6,Pazhangalam,Lavanya Sajeev,Kollam,Block Panchayat,CPI(M),LDF,3908,2025
B02020_7,B02020,Mukhathala,7,Pallimon,Maheswari,Kollam,Block Panchayat,CPI,LDF,3750,2025
B02020_8,B02020,Mukhathala,8,Muttakkavu,Azad Nalpangal,Kollam,Block Panchayat,INC,UDF,4777,2025
B02020_9,B02020,Mukhathala,9,Nedumpana,Mubeena,Kollam,Block Panchayat,INC,UDF,4883,2025
B02020_10,B02020,Mukhathala,10,Kureeppalli,A. L. Nizamudeen,Kollam,Block Panchayat,INC,UDF,4161,2025
B02020_11,B02020,Mukhathala,11,Kannanalloor,Gayathridevi,Kollam,Block Panchayat,IUML,UDF,4387,2025
B02020_12,B02020,Mukhathala,12,Thazhuthala,Jasina,Kollam,Block Panchayat,CPI,LDF,4004,2025
B02020_13,B02020,Mukhathala,13,Kottiyam,Javab Rahuman,Kollam,Block Panchayat,CPI(M),LDF,3596,2025
B02020_14,B02020,Mukhathala,14,Pullichira,Sandhya Biju,Kollam,Block Panchayat,CPI(M),LDF,3414,2025
B02020_15,B02020,Mukhathala,15,Mayyanad,V. Udayakumar,Kollam,Block Panchayat,CPI(M),LDF,3550,2025
B02020_16,B02020,Mukhathala,16,Umayanalloor,A. M. Rafi,Kollam,Block Panchayat,IUML,UDF,3838,2025
B02020_17,B02020,Mukhathala,17,Thrikkovilvattom,Adv. Arya. G. Chandran,Kollam,Block Panchayat,BJP,NDA,3667,2025
B02012_1,B02012,Oachira,1,Azheekkal,Liju P,Kollam,Block Panchayat,CPI(M),LDF,3211,2025
B02012_2,B02012,Oachira,2,Prayar,A. Subinshah,Kollam,Block Panchayat,INC,UDF,3155,2025
B02012_3,B02012,Oachira,3,Clappana,Vaheeda Sajid,Kollam,Block Panchayat,CPI,LDF,3771,2025
B02012_4,B02012,Oachira,4,Oachira,Kabeer Ensine,Kollam,Block Panchayat,CPI(M),LDF,2650,2025
B02012_5,B02012,Oachira,5,Changankulangara,S. Geethakumari,Kollam,Block Panchayat,INC,UDF,3270,2025
B02012_6,B02012,Oachira,6,Kurungappally,K. Mohanan,Kollam,Block Panchayat,INC,UDF,3805,2025
B02012_7,B02012,Oachira,7,Thazhava,Indhrajith R,Kollam,Block Panchayat,INC,UDF,3828,2025
B02012_8,B02012,Oachira,8,Pavumba,Aswathy S R,Kollam,Block Panchayat,CPI(M),LDF,3086,2025
B02012_9,B02012,Oachira,9,Kuttippuram,Jayalakshmi,Kollam,Block Panchayat,INC,UDF,4210,2025
B02012_10,B02012,Oachira,10,Thodiyoor,Saranya Arun,Kollam,Block Panchayat,CPI(M),LDF,4095,2025
B02012_11,B02012,Oachira,11,Kallelibhagom,S. Saddam,Kollam,Block Panchayat,CPI(M),LDF,4559,2025
B02012_12,B02012,Oachira,12,Edakkulangara,Raseena Anwar,Kollam,Block Panchayat,INC,UDF,4255,2025
B02012_13,B02012,Oachira,13,Puthentheruvu,Niza Thaikkoottathil,Kollam,Block Panchayat,INC,UDF,5057,2025
B02012_14,B02012,Oachira,14,Adinad,K. S. Puram Sudheer,Kollam,Block Panchayat,INC,UDF,3709,2025
B02012_15,B02012,Oachira,15,Sakthikulangara,Sreeja Sasankan,Kollam,Block Panchayat,CPI(M),LDF,4139,2025
B02012_16,B02012,Oachira,16,Alappad,U. Ullas,Kollam,Block Panchayat,INC,UDF,3086,2025
B02015_1,B02015,Pathanapuram,1,Pattazhi Vadakkekkara,Ajith Krishna,Kollam,Block Panchayat,INC,UDF,2849,2025
B02015_2,B02015,Pathanapuram,2,Kundayam,M Jiyasudeen,Kollam,Block Panchayat,CPI,LDF,2935,2025
B02015_3,B02015,Pathanapuram,3,Pathanapuram,Ponnamma Jayan,Kollam,Block Panchayat,INC,UDF,2553,2025
B02015_4,B02015,Pathanapuram,4,Mankodu,Shakkim S,Kollam,Block Panchayat,INC,UDF,3990,2025
B02015_5,B02015,Pathanapuram,5,Kadakkamon,Latha C Nair,Kollam,Block Panchayat,INC,UDF,3565,2025
B02015_6,B02015,Pathanapuram,6,Punnala,Sreejith S,Kollam,Block Panchayat,INC,UDF,3193,2025
B02015_7,B02015,Pathanapuram,7,Piravathoor,Jessi Thomas,Kollam,Block Panchayat,INC,UDF,2959,2025
B02015_8,B02015,Pathanapuram,8,Kamukumcheri,Sreeja G,Kollam,Block Panchayat,CPI,LDF,3310,2025
B02015_9,B02015,Pathanapuram,9,Elampall,Sanitha Thomas,Kollam,Block Panchayat,INC,UDF,3240,2025
B02015_10,B02015,Pathanapuram,10,Kunnikkodu,Reshmi Ram Gopal,Kollam,Block Panchayat,INC,UDF,3872,2025
B02015_11,B02015,Pathanapuram,11,Thalavoor,B Ajayakumar,Kollam,Block Panchayat,CPI(M),LDF,2877,2025
B02015_12,B02015,Pathanapuram,12,Nadutheri,C R Suryanath,Kollam,Block Panchayat,INC,UDF,3442,2025
B02015_13,B02015,Pathanapuram,13,Pidavoor,Jayasree Anand,Kollam,Block Panchayat,INC,UDF,3365,2025
B02015_14,B02015,Pathanapuram,14,Pattazhi,Ananthu Pillai,Kollam,Block Panchayat,CPI(M),LDF,2962,2025
B02013_1,B02013,Sasthamcotta,1,Anayadi,Bindhu Chankureth,Kollam,Block Panchayat,CPI,LDF,3908,2025
B02013_2,B02013,Sasthamcotta,2,Poruvazhy,Asoora Arthiyil,Kollam,Block Panchayat,INC,UDF,3372,2025
B02013_3,B02013,Sasthamcotta,3,Malanada,Nikhil Manohar,Kollam,Block Panchayat,BJP,NDA,3915,2025
B02013_4,B02013,Sasthamcotta,4,Ivarkala,Reshmi Renjith,Kollam,Block Panchayat,CPI(M),LDF,3394,2025
B02013_5,B02013,Sasthamcotta,5,Kunnathur,B.Sivasankara Pillai,Kollam,Block Panchayat,CPI,LDF,3656,2025
B02013_6,B02013,Sasthamcotta,6,Bharanikkavu,Aravind M Alappurath,Kollam,Block Panchayat,CPI(M),LDF,4062,2025
B02013_7,B02013,Sasthamcotta,7,Sasthamcotta,Amrutha Priya B S,Kollam,Block Panchayat,INC,UDF,4640,2025
B02013_8,B02013,Sasthamcotta,8,Kadapuzha,Indu. S,Kollam,Block Panchayat,CPI(M),LDF,4023,2025
B02013_9,B02013,Sasthamcotta,9,Venga,Rakhi Praveen,Kollam,Block Panchayat,INC,UDF,3567,2025
B02013_10,B02013,Sasthamcotta,10,Kadappa,P.C.Koshy  Vaidyan,Kollam,Block Panchayat,CPI(M),LDF,4067,2025
B02013_11,B02013,Sasthamcotta,11,Mynagappally,Meharunnissa Beegom,Kollam,Block Panchayat,CPI(M),LDF,3949,2025
B02013_12,B02013,Sasthamcotta,12,Edavanassery,Jaya Priya,Kollam,Block Panchayat,INC,UDF,4551,2025
B02013_13,B02013,Sasthamcotta,13,Patharam,Raji V C,Kollam,Block Panchayat,CPI(M),LDF,3586,2025
B02013_14,B02013,Sasthamcotta,14,Sooranad South,K.Sivaprasad,Kollam,Block Panchayat,CPI(M),LDF,4374,2025
B02013_15,B02013,Sasthamcotta,15,Sooranad North,Mery Alex,Kollam,Block Panchayat,INC,UDF,4337,2025
B02014_1,B02014,Vettikavala,1,Pangode,S.Sujatha Amma,Kollam,Block Panchayat,CPI(M),LDF,3271,2025
B02014_2,B02014,Vettikavala,2,Puthur,Bindhu Lekshmi,Kollam,Block Panchayat,CPI(M),LDF,3419,2025
B02014_3,B02014,Vettikavala,3,Kulakkada,R. Rajesh,Kollam,Block Panchayat,CPI(M),LDF,3336,2025
B02014_4,B02014,Vettikavala,4,Kalayapuram,Mini Velappan,Kollam,Block Panchayat,CPI,LDF,3763,2025
B02014_5,B02014,Vettikavala,5,Kottathala,B. Gopakumar,Kollam,Block Panchayat,CPI,LDF,3662,2025
B02014_6,B02014,Vettikavala,6,Mylom,C. Prasannakumar,Kollam,Block Panchayat,CPI(M),LDF,3617,2025
B02014_7,B02014,Vettikavala,7,Kizhakketheruvu,Lalybiju,Kollam,Block Panchayat,INC,UDF,3654,2025
B02014_8,B02014,Vettikavala,8,Vettikkavala,Advocate Leelakumari,Kollam,Block Panchayat,INC,UDF,2977,2025
B02014_9,B02014,Vettikavala,9,Melila,G. Sobha,Kollam,Block Panchayat,INC,UDF,2958,2025
B02014_10,B02014,Vettikavala,10,Chakkuvarakkal,Biji Nazar,Kollam,Block Panchayat,INC,UDF,3874,2025
B02014_11,B02014,Vettikavala,11,Chirattakkonam,Sali Kutty Thomas,Kollam,Block Panchayat,INC,UDF,3649,2025
B02014_12,B02014,Vettikavala,12,Valakom,A.K. Manoharan,Kollam,Block Panchayat,INC,UDF,3017,2025
B02014_13,B02014,Vettikavala,13,Sadanandapuram,Bindhuprasad,Kollam,Block Panchayat,INC,UDF,3151,2025
B02014_14,B02014,Vettikavala,14,Ummannoor,Jobin Jacob,Kollam,Block Panchayat,CPI,LDF,3501,2025
B02014_15,B02014,Vettikavala,15,Pavithreswaram,G. Pradeep,Kollam,Block Panchayat,CPI,LDF,4113,2025
B05048_1,B05048,Erattupetta,1,Melukavu,Joy Scaria,Kottayam,Block Panchayat,INC,UDF,2398,2025
B05048_2,B05048,Erattupetta,2,Moonilavu,Stanly Mani,Kottayam,Block Panchayat,INC,UDF,1365,2025
B05048_3,B05048,Erattupetta,3,Thalanadu,Soli Shaji,Kottayam,Block Panchayat,CPI,LDF,2006,2025
B05048_4,B05048,Erattupetta,4,Teekoy,Mohanan Kuttappan,Kottayam,Block Panchayat,INC,UDF,2572,2025
B05048_5,B05048,Erattupetta,5,Kallekkulam,Roji Thomas,Kottayam,Block Panchayat,INC,UDF,2056,2025
B05048_6,B05048,Erattupetta,6,Pathampuzha,Beena Madhumon,Kottayam,Block Panchayat,CPI(M),LDF,1983,2025
B05048_7,B05048,Erattupetta,7,Valathukku,Clint Areeplackal,Kottayam,Block Panchayat,BJP,NDA,2055,2025
B05048_8,B05048,Erattupetta,8,Poonjar,Geetha Nobil,Kottayam,Block Panchayat,CPI(M),LDF,1831,2025
B05048_9,B05048,Erattupetta,9,Kondoor,Mercy Mathew,Kottayam,Block Panchayat,KC,UDF,1529,2025
B05048_10,B05048,Erattupetta,10,Pinnakkanad,Dhanya Jose,Kottayam,Block Panchayat,INC,UDF,1932,2025
B05048_11,B05048,Erattupetta,11,Thidanad,Ajitha Mohan Das,Kottayam,Block Panchayat,BJP,NDA,1394,2025
B05048_12,B05048,Erattupetta,12,Thalappalam,Premji . R,Kottayam,Block Panchayat,INC,UDF,1896,2025
B05048_13,B05048,Erattupetta,13,Plassanal,Joshy Joshua,Kottayam,Block Panchayat,INC,UDF,1983,2025
B05048_14,B05048,Erattupetta,14,Kalathukadavu,Ann Maria Amal,Kottayam,Block Panchayat,KC(M),LDF,1599,2025
B05045_1,B05045,Ettumanoor,1,Parippu,Jaimon Kareemadom,Kottayam,Block Panchayat,INC,UDF,3299,2025
B05045_2,B05045,Ettumanoor,2,Pravattom,Sinu John,Kottayam,Block Panchayat,INC,UDF,2967,2025
B05045_3,B05045,Ettumanoor,3,Neendoor,Asha Reji,Kottayam,Block Panchayat,KC(M),LDF,2774,2025
B05045_4,B05045,Ettumanoor,4,Athirampuzha,Dileep T S Thirumattathil,Kottayam,Block Panchayat,INC,UDF,4264,2025
B05045_5,B05045,Ettumanoor,5,University,Prof Dr Rosamma Soni,Kottayam,Block Panchayat,KC,UDF,4348,2025
B05045_6,B05045,Ettumanoor,6,Mannanam,Surya Akash,Kottayam,Block Panchayat,INC,UDF,4195,2025
B05045_7,B05045,Ettumanoor,7,Karippoothattu,Sunitha Binu,Kottayam,Block Panchayat,INC,UDF,3073,2025
B05045_8,B05045,Ettumanoor,8,Medical College,Mariyamma Philip,Kottayam,Block Panchayat,INC,UDF,3114,2025
B05045_9,B05045,Ettumanoor,9,Kudamaloor,Sabitha Premji,Kottayam,Block Panchayat,CPI(M),LDF,2612,2025
B05045_10,B05045,Ettumanoor,10,Aimanam,Nazar Chatan Kottumali,Kottayam,Block Panchayat,CPI(M),LDF,3099,2025
B05045_11,B05045,Ettumanoor,11,Thondambral,Ajai K R,Kottayam,Block Panchayat,CPI(M),LDF,3469,2025
B05045_12,B05045,Ettumanoor,12,Thiruvarpu,Sreedevi P C,Kottayam,Block Panchayat,CPI(M),LDF,3356,2025
B05045_13,B05045,Ettumanoor,13,Kumarakom,Adv Alan Kuriakose Mathew,Kottayam,Block Panchayat,INC,UDF,3012,2025
B05045_14,B05045,Ettumanoor,14,Kavanattinkara,Adv Vishnu Mani,Kottayam,Block Panchayat,INC,UDF,3522,2025
B05044_1,B05044,Kaduthuruthy,1,Vadakara,Shaji,Kottayam,Block Panchayat,CPI,LDF,3798,2025
B05044_2,B05044,Kaduthuruthy,2,Velloor,Kuryakkos,Kottayam,Block Panchayat,INC,UDF,2919,2025
B05044_3,B05044,Kaduthuruthy,3,Mulakulam,Chikku,Kottayam,Block Panchayat,CPI(M),LDF,2488,2025
B05044_4,B05044,Kaduthuruthy,4,Keezhoor,Licy,Kottayam,Block Panchayat,INC,UDF,2554,2025
B05044_5,B05044,Kaduthuruthy,5,Njeezhoor,Mini,Kottayam,Block Panchayat,INC,UDF,2718,2025
B05044_6,B05044,Kaduthuruthy,6,Kattampack,Boban  Paul,Kottayam,Block Panchayat,KC,UDF,2612,2025
B05044_7,B05044,Kaduthuruthy,7,Muttuchira,Laisamma,Kottayam,Block Panchayat,INC,UDF,2950,2025
B05044_8,B05044,Kaduthuruthy,8,Kaduthuruthy,Dhanya Venugopal,Kottayam,Block Panchayat,KC,UDF,2383,2025
B05044_9,B05044,Kaduthuruthy,9,Ayamkudy,Jose P J,Kottayam,Block Panchayat,KC(M),LDF,2496,2025
B05044_10,B05044,Kaduthuruthy,10,Madhuravely,Mini  Mol,Kottayam,Block Panchayat,INC,UDF,2588,2025
B05044_11,B05044,Kaduthuruthy,11,Kallara,Syam Mohan,Kottayam,Block Panchayat,INC,UDF,2594,2025
B05044_12,B05044,Kaduthuruthy,12,Thalayolapparamb,Seethu  Sasidharan,Kottayam,Block Panchayat,INC,UDF,3812,2025
B05044_13,B05044,Kaduthuruthy,13,Appanchira,Thankamma,Kottayam,Block Panchayat,KC,UDF,3234,2025
B05044_14,B05044,Kaduthuruthy,14,Pothy,Shano,Kottayam,Block Panchayat,KC,UDF,3411,2025
B05052_1,B05052,Kanjirappally,1,Anakkallu,Baby  Vattaykkatt,Kottayam,Block Panchayat,INC,UDF,3759,2025
B05052_2,B05052,Kanjirappally,2,Parathode,Johnykutty  Abraham,Kottayam,Block Panchayat,KC(M),LDF,3580,2025
B05052_3,B05052,Kanjirappally,3,Chotty,Sofi Joseph Chaakkasseriyil,Kottayam,Block Panchayat,KC(M),LDF,3201,2025
B05052_4,B05052,Kanjirappally,4,Koottickal,Kiran Rajan,Kottayam,Block Panchayat,CPI,LDF,3587,2025
B05052_5,B05052,Kanjirappally,5,Mundakayam,Rosamma John,Kottayam,Block Panchayat,INC,UDF,3462,2025
B05052_6,B05052,Kanjirappally,6,Pulikkunnu,Aneeta Teacher,Kottayam,Block Panchayat,INC,UDF,3132,2025
B05052_7,B05052,Kanjirappally,7,Punchavayal,Sinimol Thadathil,Kottayam,Block Panchayat,INC,UDF,3805,2025
B05052_8,B05052,Kanjirappally,8,Vandanpathal,V T Ayoob Khan,Kottayam,Block Panchayat,INC,UDF,3362,2025
B05052_9,B05052,Kanjirappally,9,Koruthodu,Binu Mattakkara,Kottayam,Block Panchayat,INC,UDF,3668,2025
B05052_10,B05052,Kanjirappally,10,Mukkuttuthara,Prakash Pulickan,Kottayam,Block Panchayat,INC,UDF,4586,2025
B05052_11,B05052,Kanjirappally,11,Erumely,Suryakala.P.G,Kottayam,Block Panchayat,IND,OTH,4012,2025
B05052_12,B05052,Kanjirappally,12,Ponthanpuzha,Sadanandan,Kottayam,Block Panchayat,INC,UDF,3176,2025
B05052_13,B05052,Kanjirappally,13,Manimala,Ancy Sebastian,Kottayam,Block Panchayat,INC,UDF,3158,2025
B05052_14,B05052,Kanjirappally,14,Chenappady,Rosamma Augusthy,Kottayam,Block Panchayat,INC,UDF,2577,2025
B05052_15,B05052,Kanjirappally,15,Kanjirappally,P.A.Mohammed Shameer,Kottayam,Block Panchayat,INC,UDF,4119,2025
B05052_16,B05052,Kanjirappally,16,Mannarakayam,Sini Jibu Neernakunnel,Kottayam,Block Panchayat,INC,UDF,3850,2025
B05047_1,B05047,Lalam,1,Valavoor,Alan Jose Kakkattil,Kottayam,Block Panchayat,INC,UDF,2166,2025
B05047_2,B05047,Lalam,2,Karoor,Shailajaa Raveendran,Kottayam,Block Panchayat,KC,UDF,2144,2025
B05047_3,B05047,Lalam,3,Kadanad,Kuruvila P (Jose Plasanal),Kottayam,Block Panchayat,KC,UDF,1916,2025
B05047_4,B05047,Lalam,4,Neeloor,Shaijamma,Kottayam,Block Panchayat,INC,UDF,2124,2025
B05047_5,B05047,Lalam,5,Ullanad,Adv. Jose Plakkoottam,Kottayam,Block Panchayat,INC,UDF,1836,2025
B05047_6,B05047,Lalam,6,Pravithanam,Sisi,Kottayam,Block Panchayat,KC(M),LDF,1987,2025
